review,rating,date,bank,source
can't open this app like before,4,2025-05-30,Wells Fargo,Google Play Store
Why did you have to change it was working just fine. Everyone has to change all the time and now iam ⁹,1,2025-05-30,Wells Fargo,Google Play Store
I've been with this bank for 6 years have tried multiple times to get a credit card have always been denied. I've recently been put on disability and at first the bank was putting my deposit on as soon as it was deposited up to 6 days early however in the last 3 months my check is being deposited later and later I am beyond frustrated and strongly considering a bank change. I've called customer service and spoke with supervisors multiple times and to be honest got tired of a circle conversation,1,2025-05-30,Wells Fargo,Google Play Store
"Decent app! does everything I need my bank app to do, and more! Zelle is awesome and easy to use too, grateful for the added feature! Wells Fargo has been the best bank over the years for me. I've used several such as Santander, Bank of America, BB&T, TD, etc...WF is best!",5,2025-05-30,Wells Fargo,Google Play Store
"it's getting worse, it's ok, but it's often displaying incorrect balances live. it's gotten better feature wise over the years, but it's getting more glitchy and inconsistent. the past couple months has been very noticeable.",3,2025-05-30,Wells Fargo,Google Play Store
"needs an overhaul, apps just seems very clunky and at times unusable",1,2025-05-30,Wells Fargo,Google Play Store
Would be nice to have a Dark Mode theme,3,2025-05-30,Wells Fargo,Google Play Store
"Best banking app! Save time, gas, and money by doing banking anywhere! I like it!",5,2025-05-30,Wells Fargo,Google Play Store
easy to understand,5,2025-05-30,Wells Fargo,Google Play Store
Very fast and reliable.,5,2025-05-29,Wells Fargo,Google Play Store
I like depositing checks from home.,5,2025-05-29,Wells Fargo,Google Play Store
went from good to bad. sad to see. but that's why I bank at 3 different banks. you guys always have an excuse. sorry to see this great company fall.,2,2025-05-29,Wells Fargo,Google Play Store
All good,4,2025-05-29,Wells Fargo,Google Play Store
I've been banking with Wells Fargo for many years Before it was wells fargo in the 70's. Changes over the years into electronic age is easy.,5,2025-05-29,Wells Fargo,Google Play Store
very simple. thank you!,5,2025-05-29,Wells Fargo,Google Play Store
😊❤️💛💚🧡💜💙💜🤓 GOOD FRIEND ☺️,4,2025-05-29,Wells Fargo,Google Play Store
Awesome!!,5,2025-05-29,Wells Fargo,Google Play Store
I love it the best,5,2025-05-29,Wells Fargo,Google Play Store
Up to the task.,5,2025-05-29,Wells Fargo,Google Play Store
after 2 factor authentication it blanks out on pixel 9 pro XL on the latest version.,1,2025-05-29,Wells Fargo,Google Play Store
App has glitchs at times but good security info.,4,2025-05-29,Wells Fargo,Google Play Store
easy and convenient,5,2025-05-29,Wells Fargo,Google Play Store
love how easy it is to deposit on mobile app,5,2025-05-29,Wells Fargo,Google Play Store
easy app,5,2025-05-29,Wells Fargo,Google Play Store
this is the 4th day I've tried to make an online deposit. this should NOT happen,1,2025-05-29,Wells Fargo,Google Play Store
easy peasy,5,2025-05-29,Wells Fargo,Google Play Store
I love mobile deposit! So quick and convenient,5,2025-05-29,Wells Fargo,Google Play Store
best bank ever,4,2025-05-29,Wells Fargo,Google Play Store
Everything is good with me and my bank,5,2025-05-29,Wells Fargo,Google Play Store
it works well for me,5,2025-05-29,Wells Fargo,Google Play Store
the app is mid. I prefer going to a bank. interacting with people. it's not like the savings get passed on to the customer.,3,2025-05-29,Wells Fargo,Google Play Store
"easier to use than most,particularly with electronic deposits",5,2025-05-29,Wells Fargo,Google Play Store
Great customer service. Zelle is so easy!,5,2025-05-29,Wells Fargo,Google Play Store
"I'm using the Samsung S25, and this app has proved to be just what it says is second chance. Checking account and I am very grateful that they approve me and I am going to be very responsible and using this account and i'm very grateful for people like them because it's such a blessing, highly recommend them to anyone who is trying to get started or you know, at a point in their life where they just need another chance.",5,2025-05-28,Wells Fargo,Google Play Store
stop asking me for a review,1,2025-05-28,Wells Fargo,Google Play Store
Worse company bank to with they greedy always trying to give you the run around making false charges to your account over drafting people out of nowhere even when it shouldn't be possible don't get or be with.,1,2025-05-28,Wells Fargo,Google Play Store
Greatness!,5,2025-05-28,Wells Fargo,Google Play Store
easy and hopefully fast,5,2025-05-28,Wells Fargo,Google Play Store
Always good,5,2025-05-28,Wells Fargo,Google Play Store
could not be easier. love it!,5,2025-05-28,Wells Fargo,Google Play Store
"my experience has been overwhelming good, with only a couple of bumps along the way. Most of the bumps were my fault due needing to learn some technical knowledge.",4,2025-05-28,Wells Fargo,Google Play Store
I have never had a problem with mobile deposits. It sure beats going to the bank!,5,2025-05-28,Wells Fargo,Google Play Store
I love this feature of depositing a check from your mobile with ease.,5,2025-05-28,Wells Fargo,Google Play Store
First time user. Was able to deposit check using mobile phone....yeaaay!,5,2025-05-28,Wells Fargo,Google Play Store
"Wells Fargo app is generally good but needs vital improvements for [recurring payments]. There's no clear way to cancel subscriptions within card settings, which forces drastic actions like card deactivation. Please add a feature to cancel subscriptions directly and send immediate confirmation (alerts {text/ email). Thanks!""",3,2025-05-28,Wells Fargo,Google Play Store
"app crashing out and keeps saying no Internet connection or that I don't have two accts to transfer between, neither of those pop ups are accurate. pls fix app.",1,2025-05-28,Wells Fargo,Google Play Store
very easy and convienant.,5,2025-05-28,Wells Fargo,Google Play Store
A great app and very easy to use!,5,2025-05-28,Wells Fargo,Google Play Store
great 👍,5,2025-05-28,Wells Fargo,Google Play Store
keep rolling wells Fargo,5,2025-05-28,Wells Fargo,Google Play Store
good 👍😊,5,2025-05-28,Wells Fargo,Google Play Store
doing the deposit of a check when I was way to far from a bank thru the app was so easy and convenient,5,2025-05-28,Wells Fargo,Google Play Store
love my experience,5,2025-05-28,Wells Fargo,Google Play Store
too many pop ups like the one asking me to rate.,1,2025-05-28,Wells Fargo,Google Play Store
Very convenient,5,2025-05-28,Wells Fargo,Google Play Store
exelente,5,2025-05-28,Wells Fargo,Google Play Store
would not sign up,1,2025-05-28,Wells Fargo,Google Play Store
Zelle is about as easy as it gets,5,2025-05-28,Wells Fargo,Google Play Store
easy to use. no issues,5,2025-05-28,Wells Fargo,Google Play Store
Wells Fargo and I have always been good but one time they screwed me good happens again were done but I have to say that they are the best when keeping my money straight.,4,2025-05-27,Wells Fargo,Google Play Store
love how easy-to-use,5,2025-05-27,Wells Fargo,Google Play Store
Convienant,5,2025-05-27,Wells Fargo,Google Play Store
Mobile deposit is a Godsend for rural areas!,5,2025-05-27,Wells Fargo,Google Play Store
easy,5,2025-05-27,Wells Fargo,Google Play Store
"The make a payment button does nothing. The screen blinks, and doesn't change.",2,2025-05-27,Wells Fargo,Google Play Store
Makes it easy to manage my Wells Fargo account,5,2025-05-27,Wells Fargo,Google Play Store
App works great!,5,2025-05-27,Wells Fargo,Google Play Store
Best bank aver so far,5,2025-05-27,Wells Fargo,Google Play Store
Whenever we have had questions and/or problem they have been courteous and we're able to fix most problems while we were on the phone. Thanks!,5,2025-05-27,Wells Fargo,Google Play Store
This is awful !!!!!,1,2025-05-27,Wells Fargo,Google Play Store
always a big help,5,2025-05-27,Wells Fargo,Google Play Store
"Once I learned how to sign on it was very easy to use. Now I can't sign into my account 😕 so until I can, I Will have to change from 5 stars to 1 until I can retrieve my account.",1,2025-05-27,Wells Fargo,Google Play Store
I would like to send more than 500.00 at a time,4,2025-05-27,Wells Fargo,Google Play Store
helpful,5,2025-05-27,Wells Fargo,Google Play Store
love this bank🙂‍↕️,5,2025-05-27,Wells Fargo,Google Play Store
i love how I can deposit a check by taking a pict,5,2025-05-27,Wells Fargo,Google Play Store
love it,5,2025-05-27,Wells Fargo,Google Play Store
great way for deposit,5,2025-05-26,Wells Fargo,Google Play Store
Hey Wells Got you,5,2025-05-26,Wells Fargo,Google Play Store
easy transfer for expenses.,5,2025-05-26,Wells Fargo,Google Play Store
nice banking,5,2025-05-26,Wells Fargo,Google Play Store
This app is cloned. Please remove all devices from this app. Update 2025! This app is cloned if you don't want to become a victim of identity theft don't use this application . Have a great week!,1,2025-05-26,Wells Fargo,Google Play Store
neato,5,2025-05-26,Wells Fargo,Google Play Store
Easy to use on my android phone. Had no problems making an online deposit.,5,2025-05-26,Wells Fargo,Google Play Store
stopped letting me make principal payments. very scam like,2,2025-05-26,Wells Fargo,Google Play Store
no longer works on my phone and no option to use on PC making me unable to confirm certain transactions.,1,2025-05-26,Wells Fargo,Google Play Store
I've always had a positive experience navigating this website,5,2025-05-26,Wells Fargo,Google Play Store
very reliable and fast and safe,5,2025-05-26,Wells Fargo,Google Play Store
bank amazing,5,2025-05-26,Wells Fargo,Google Play Store
you waste our time and money lie to your consumers and hit us with hidden fees. GREED. Have a good day. bonjur,1,2025-05-25,Wells Fargo,Google Play Store
they are good bank to work with,5,2025-05-25,Wells Fargo,Google Play Store
nice and easy,5,2025-05-25,Wells Fargo,Google Play Store
This place couldn't identify an account for me!,1,2025-05-25,Wells Fargo,Google Play Store
excellent!,5,2025-05-25,Wells Fargo,Google Play Store
"lost 2,000 and they denied knowing me and I have been customer for fifty years",1,2025-05-25,Wells Fargo,Google Play Store
great bank!,5,2025-05-25,Wells Fargo,Google Play Store
"Wells closed a 10yr account tied to our whole lives because of a typo on a hidden address unknown to us. Will take 3 months to get retirement checks going to new bank. On edit, Wells is replying with ""We would like to help"" nonsense! I went to 4 banks and called 4x trying to get this fixed, as well as filing a complaint. All our paychecks are gone. we have no money now until our checks finally show up at new bank. My main retirement checks will take 3 months to re-route. We are in bad shape!",1,2025-05-25,Wells Fargo,Google Play Store
is anyone else having the same issue as me? everytime i load up the app to log in I type in the password and I login and immediately get kicked out and have to sign in again. please fix this. has been going on for months,2,2025-05-25,Wells Fargo,Google Play Store
I used to have your app for some reason my phone says I'm not compatible for your new version Considering changing banks,1,2025-05-25,Wells Fargo,Google Play Store
"good, so far",5,2025-05-25,Wells Fargo,Google Play Store
Wells Fargo is the best and super easy 2 Mobile deposit,5,2025-05-25,Wells Fargo,Google Play Store
this is awsome.,5,2025-05-25,Wells Fargo,Google Play Store
👍👍👍,5,2025-05-25,Wells Fargo,Google Play Store
very efficient and secure,5,2025-05-25,Wells Fargo,Google Play Store
"it shouldn't take 3/4 tries to make a mobile deposit,",4,2025-05-25,Wells Fargo,Google Play Store
fast and efficient,5,2025-05-25,Wells Fargo,Google Play Store
"App used to work wonderfully, now for unknown reasons it no longer is compatible with the android device I've been using it on for years.",1,2025-05-24,Wells Fargo,Google Play Store
Better than driving to the Bank.,5,2025-05-24,Wells Fargo,Google Play Store
is good but the password sometimes gets stock,3,2025-05-24,Wells Fargo,Google Play Store
The Wells Fargo mobile app features are very easy to use! Very convenient!,5,2025-05-24,Wells Fargo,Google Play Store
easy to use.,5,2025-05-24,Wells Fargo,Google Play Store
Doesn't work I have tried numerous times to update but it doesn't work!,1,2025-05-24,Wells Fargo,Google Play Store
good communication and easy banking.,5,2025-05-24,Wells Fargo,Google Play Store
best banking app,5,2025-05-24,Wells Fargo,Google Play Store
password manager no longer supported for login and if you fill one login field and switch apps momentarily it clears the field,1,2025-05-24,Wells Fargo,Google Play Store
"Best bank ever, so helpful, very knowledgeable.",5,2025-05-24,Wells Fargo,Google Play Store
okay,3,2025-05-24,Wells Fargo,Google Play Store
Every time I login it's instantaneous,5,2025-05-24,Wells Fargo,Google Play Store
great app but bad times personal preference,5,2025-05-24,Wells Fargo,Google Play Store
"I have been a valued customer since 2002, and I appreciate how I am well informed with my finances, Thank you!",5,2025-05-24,Wells Fargo,Google Play Store
Android has a terrible app that is constantly down and unavailable resulting in multiple login attempts. i do not recommend Wells Fargo on account of their app,1,2025-05-24,Wells Fargo,Google Play Store
"Best service now for over 10 years ,!",5,2025-05-24,Wells Fargo,Google Play Store
Fantastic,5,2025-05-24,Wells Fargo,Google Play Store
"I have been with Wells Fargo for 9 years, and they have always treated me fairly,",5,2025-05-24,Wells Fargo,Google Play Store
thank you wells Fargo for taking care of my business,5,2025-05-23,Wells Fargo,Google Play Store
Supper convenient!!,5,2025-05-23,Wells Fargo,Google Play Store
"I've heard people say a lot of negative things about wells fargo, but I personally have used it my whole life and I've never had problems. In fact, because I've stayed with them they've given me a lot back",5,2025-05-23,Wells Fargo,Google Play Store
always done right by me.,5,2025-05-23,Wells Fargo,Google Play Store
banking made easy and convenient,5,2025-05-23,Wells Fargo,Google Play Store
easy to use,5,2025-05-23,Wells Fargo,Google Play Store
Very convenient and easy.,5,2025-05-23,Wells Fargo,Google Play Store
thanks again for your service.,5,2025-05-23,Wells Fargo,Google Play Store
For an easy money transfer method,5,2025-05-23,Wells Fargo,Google Play Store
no real service,1,2025-05-23,Wells Fargo,Google Play Store
muy satisfecho,5,2025-05-23,Wells Fargo,Google Play Store
"Really stable app, user friendly, love the new finger print log in availability, and great format.",5,2025-05-23,Wells Fargo,Google Play Store
WOW!!! Thanks for such an easy process.,5,2025-05-23,Wells Fargo,Google Play Store
I fix the problem,5,2025-05-23,Wells Fargo,Google Play Store
Love this.,4,2025-05-23,Wells Fargo,Google Play Store
real good,5,2025-05-23,Wells Fargo,Google Play Store
everyday I find more things that help me with my banking. thanks Wells fargo!,5,2025-05-22,Wells Fargo,Google Play Store
great!,5,2025-05-22,Wells Fargo,Google Play Store
App is very helpful,5,2025-05-22,Wells Fargo,Google Play Store
really easy to navigate and fast well recommend to friends .,5,2025-05-22,Wells Fargo,Google Play Store
"Have had a few problems and received excellent help from support specialists, been banking over 4 years with them and the time and effort put in by employees has been of tremendous help. Get the app downloaded A.S.A.P & don't miss out on spectacular savings! -CharlieB",4,2025-05-22,Wells Fargo,Google Play Store
Mobile check deposits are so easy and convenient. why haven't I used this before?,5,2025-05-22,Wells Fargo,Google Play Store
Good 👍,5,2025-05-22,Wells Fargo,Google Play Store
terrible bank. never use this bank.,1,2025-05-22,Wells Fargo,Google Play Store
love Wells Fargo,5,2025-05-22,Wells Fargo,Google Play Store
took to long,1,2025-05-22,Wells Fargo,Google Play Store
I'm pleased with Wells Fargo!😃🥳,5,2025-05-22,Wells Fargo,Google Play Store
Horrific,1,2025-05-22,Wells Fargo,Google Play Store
I love it!,5,2025-05-21,Wells Fargo,Google Play Store
"Wells fargo has been great, Their employees are always friendly and professional. Any problem that I have had Gets taken care of right away. I have the Wells Fargo mobile app And I love it, I can take care of All my banking from my phone, And rarely have to make a trip to the bank I'm 66 years old and in my life.I have tried many different banks, But I have to say that Wells Fargo has been the best. by far. Thank you Wells Fargo For your Friendly and professional attitude, You make banking EZ.",5,2025-05-21,Wells Fargo,Google Play Store
Great customer service,5,2025-05-21,Wells Fargo,Google Play Store
very fast and easy,5,2025-05-21,Wells Fargo,Google Play Store
won't change ph# can't get text,1,2025-05-21,Wells Fargo,Google Play Store
love this app,4,2025-05-21,Wells Fargo,Google Play Store
"Just a compliance centric, cost cutting mega bank... nothing special, nothing horrible.",3,2025-05-21,Wells Fargo,Google Play Store
They are absolutely the best bank in the world .I've never had any problems,5,2025-05-21,Wells Fargo,Google Play Store
"The app does not work on my device. It asks permission to send a text to prove it's me initially, but closes the app without allowing me to give permission. I have tried re loading 3 times with the same result.",1,2025-05-21,Wells Fargo,Google Play Store
Great easy way!,5,2025-05-21,Wells Fargo,Google Play Store
i love money,5,2025-05-21,Wells Fargo,Google Play Store
cool,3,2025-05-21,Wells Fargo,Google Play Store
satisfied,5,2025-05-21,Wells Fargo,Google Play Store
very good mobile banking app very reliable!!!,5,2025-05-21,Wells Fargo,Google Play Store
trash bank,1,2025-05-21,Wells Fargo,Google Play Store
Great security,5,2025-05-21,Wells Fargo,Google Play Store
"I love Wells Fargo Bank because they always take good care of me. They watch out for anything that might be fraudulent, and they alert me to ensure that the questionable expense was mine. When people have tried to scam me, they don't pay the bad guy. When I file a claim for fraud, they investigate and if they have already paid it, they will return the money to me while they investigate. If I overdraw my account, they give me two days to make a deposit before charging me an overdraft fee.",5,2025-05-21,Wells Fargo,Google Play Store
thank you!👍,5,2025-05-21,Wells Fargo,Google Play Store
fast and easy,4,2025-05-21,Wells Fargo,Google Play Store
Great app!,5,2025-05-21,Wells Fargo,Google Play Store
Can't delete more than one message at a time.,2,2025-05-21,Wells Fargo,Google Play Store
app is fine. the interest rate on a savings account for broke folk helps us stay broke. only bank bennifit is parking lot big enough to fight in.,3,2025-05-21,Wells Fargo,Google Play Store
Easy. Didn't have to go out.,5,2025-05-21,Wells Fargo,Google Play Store
I've had this account since 1984 and I love this Bank,5,2025-05-21,Wells Fargo,Google Play Store
Tried to download the app again. Message says the Wells Fargo app is not compatible with my phone anymore. Why? It always has been until several months ago. Sure makes it harder to bank online. App needs maintenance!,1,2025-05-20,Wells Fargo,Google Play Store
"It was always good whenever I used it. Not much room in my devices to still use it, though. Very good app.",4,2025-05-20,Wells Fargo,Google Play Store
very well working app,5,2025-05-20,Wells Fargo,Google Play Store
wonderful,5,2025-05-20,Wells Fargo,Google Play Store
app not that easy to navigate,3,2025-05-20,Wells Fargo,Google Play Store
excelente,5,2025-05-20,Wells Fargo,Google Play Store
What I want to do 24/7..used many years.,5,2025-05-20,Wells Fargo,Google Play Store
great!! great!!!,5,2025-05-20,Wells Fargo,Google Play Store
